,nome,sexo,nascimento,documento,tipo_documento
215,MNPBVCOVPKMSMJLSLDDOPMJXOVLRKSXBRKZDUSVNSMNXJEUZLP,F,1993-02-04,216743318828883,D
217,OAEHBQUSTNVOTYKNPLBHJAYWZPBRFTSOUNWISXJFGWGPZKQKMO,M,2005-07-23,321458883233601,A
218,SBIZFNSCMTTNYKFBZKMENGKJOAUSOKHZIKKPDPKXKUFSMUXHAT,M,1975-05-21,443886804479208,A
219,SBIZFNSCMTTNYKFBZKMENGKJOAUSOKHZIKKPDPKXKUFSMUXHAT,M,1975-05-21,320323913950538,B
221,ZRMLUEUZXQROXEOPBAOMTFVQBLANSAPTRCBTQHQFTZPXTLPDBI,F,2001-05-29,105264560868363,B
224,AORHMWAKPVUSTNZJUJEMIMGJJMPCDOGJOAHFBLUCDLLMSUOWDC,M,1978-05-18,784966028657111,A
225,IDSSAQWFMXVIGEARRKBWEMHSYYFEGIWBXGEOUCNHKUSLSZEZOT,M,2004-04-24,888164100526866,A
226,LSZVJYSRVVLKMXFZBVDGVDAGQBOGHTFCBNGSMQUQTPFPYRTOIH,F,1973-02-17,020521516156043,A
227,LSZVJYSRVVLKMXFZBVDGVDAGQBOGHTFCBNGSMQUQTPFPYRTOIH,F,1973-02-17,338595987119551,B
227,LSZVJYSRVVLKMXFZBVDGVDAGQBOGHTFCBNGSMQUQTPFPYRTOIH,F,1973-02-17,095881657066376,D
229,VCGBCFVHWQHWJQMXXTIKLZKXXXSOYPVYJPGREJZBHOLJEJEAAE,M,1989-08-11,280212187907370,A
231,NTACUASRZUXXBJWSPPFKIUXCHHNPXBOZTQQPUYJZZQNXYLTUTM,F,2009-09-03,693779015334726,B
231,NTACUASRZUXXBJWSPPFKIUXCHHNPXBOZTQQPUYJZZQNXYLTUTM,F,2009-09-03,530670893906477,F
232,SGSNYUJZKUOXMZTOIAQWLRYQJNTEZKPQUXGLYKAUTDWFYRHAPV,M,1990-04-10,564877745952952,A
233,SGSNYUJZKUOXMZTOIAQWLRYQJNTEZKPQUXGLYKAUTDWFYRHAPV,M,1990-04-10,237960012466100,B
234,WQINEECTSIZNAPITRDNCQFQLYRYZJNOGMSBVOMCCPVIOIKNLFO,F,1972-03-19,944951335759233,A
235,MVHCTBXMLCOGCJVEOYGQWKCCIFWEXZLLQXGPQUHTFJNVYFMUMG,M,1992-06-21,301607292658811,A
235,MVHCTBXMLCOGCJVEOYGQWKCCIFWEXZLLQXGPQUHTFJNVYFMUMG,M,1992-06-21,119719687794866,D
236,MVHCTBXMLCOGCJVEOYGQWKCCIFWEXZLLQXGPQUHTFJNVYFMUMG,M,1992-06-21,010238642795098,B
237,XNDUYEUSTTDVJDIZESOYYWZXDUZNTCJPATVHMGTAFELNHPXODD,M,1975-10-20,977721829195505,A
239,ABHWSXNQWAACUWSRDXHVKBLMRCFRMGEJNWODOXZCRMKPMTURFZ,F,1999-07-21,331148245355901,A
240,ABHWSXNQWAACUWSRDXHVKBLMRCFRMGEJNWODOXZCRMKPMTURFZ,F,1999-07-21,451859564989783,B
241,VFNHAREGNETUJDMADHJIUWVMPVZACYBDHVQLTAELVNPZJAYOHA,F,1988-10-02,135053315059029,A
241,VFNHAREGNETUJDMADHJIUWVMPVZACYBDHVQLTAELVNPZJAYOHA,F,1988-10-02,115907354635178,D
242,PBFOIYWDZJBWIZVHYBDALIYYHYFBZTVVXHMMZSPBXRNJRZXXJB,M,1985-02-26,542383600098992,A
242,PBFOIYWDZJBWIZVHYBDALIYYHYFBZTVVXHMMZSPBXRNJRZXXJB,M,1985-02-26,967437746249925,D
244,ILZRPWBRTYPWLMZEBSFUTXNFUMEXWIXGQXBGPWCUXIHORFRLNR,M,2008-05-25,367045503542141,A
244,ILZRPWBRTYPWLMZEBSFUTXNFUMEXWIXGQXBGPWCUXIHORFRLNR,M,2008-05-25,588687142572873,D
245,DDXFHAWVNZMMBAOWCSOMXLFLWUQAVIHGABIDFOJXNRDIVUAMEK,F,1993-07-13,199390229459975,A
246,DDXFHAWVNZMMBAOWCSOMXLFLWUQAVIHGABIDFOJXNRDIVUAMEK,F,1993-07-13,654484921735233,B
249,VDGSFRFKERNUMXYXOJQDPUPDQESRAICLWLNGMLBJKHNKELVXYI,F,1997-07-06,606311922083176,A
250,SDXEIVHEZMNKIWGCGLHXMVNICRKVNJQRRJRICDQFRJUHQLLTZL,M,1999-07-29,785833461102502,A
252,BTKGLTPKGVZDKOUCKSHSNXRNAKSWAQUQWCEUKYUDEZHNCZOFDG,M,1993-05-19,382148914604862,A
253,BTKGLTPKGVZDKOUCKSHSNXRNAKSWAQUQWCEUKYUDEZHNCZOFDG,M,1993-05-19,555696839041743,B
254,NABVADBPCBVLUJJGWHFDYKFZOXPWXQDZUVXFWFPZIALBIOEVYA,F,1996-08-29,834571908922290,A
254,NABVADBPCBVLUJJGWHFDYKFZOXPWXQDZUVXFWFPZIALBIOEVYA,F,1996-08-29,585273005571417,F
255,HEKJZJOBDFCNWDZSZMHDZMCRWIJRPSWGCLAHHUQGBFKTQUOQED,M,1970-03-23,148783355180723,A
256,MRLIWMGYWVFYDHFQENXVAYOWBCMESTAGLUVVUCDTBGZRXWCLEW,F,1984-11-30,967206828803838,A
256,MRLIWMGYWVFYDHFQENXVAYOWBCMESTAGLUVVUCDTBGZRXWCLEW,F,1984-11-30,398130535722014,F
257,ZUHWRDNTHITMRRSEFEPGSNUBCRTISZYLDOTPUGJVLFWSTYBVRY,M,1975-07-16,435295190028443,A
258,GLFCAJTPJBIECDRWGAQPTPKNSWIKFGDCUSFNMGQAEKHWLVWAPV,M,1971-05-24,883616186585374,A
258,GLFCAJTPJBIECDRWGAQPTPKNSWIKFGDCUSFNMGQAEKHWLVWAPV,M,1971-05-24,643343970768005,F
259,GLFCAJTPJBIECDRWGAQPTPKNSWIKFGDCUSFNMGQAEKHWLVWAPV,M,1971-05-24,965195918035992,B
260,OENPNNBRCWGAKHYWAKGSJMTZGIJXVREEKIRCJCWPLGGHXBPWXO,F,1981-07-16,918776728970652,A
261,MCSEBZRMJFBEOTQRETZMFPDDRYZLFNEQGYQJFICWYAHJYZCOHV,F,1972-03-06,228492296045929,A
262,DXFHQHQKNHYGYAZIJOCCIUHQMHJRMSHVAXJCLVYBBUHMBEQEUT,F,2006-01-24,674575795552697,A
264,UQVLKWUDMQEUVQKDEREYGPCUQNKDMSKTBWCMVGVPAVXRNIUVAX,M,1989-06-26,149501396011731,A
265,CMFWKSDIDIKTKDPPDEDLQFLNYBZIQLRYQRXAYWMRUVSPDUZSXL,M,2008-12-23,070015623819818,A
267,ULFRVTXMTWNAOEIMHGBYXHGHXXPFHYEBRWDPUMVVXMIWLROGNF,F,2001-02-03,281147053015978,A
268,ULFRVTXMTWNAOEIMHGBYXHGHXXPFHYEBRWDPUMVVXMIWLROGNF,F,2001-02-03,352840393321392,B
270,FMKJTOMEMLTVLHTBPKWMUMCNFACQQBPTGYAWQULBGKQHDPSGKI,F,1974-10-04,586786041589375,B
272,SNZCUFFXLXPDTRXLOKQJAKNVAYZEPYZYYVWFXSXJNIKJPWBVXU,F,2000-04-13,226660751427628,B
272,SNZCUFFXLXPDTRXLOKQJAKNVAYZEPYZYYVWFXSXJNIKJPWBVXU,F,2000-04-13,383894737275134,E
275,QZRUWKHVFHBJGSQHAVSMGRBFHFXVHTLQMRNAWRYZERCBAVMZXR,M,2008-02-04,851514268284674,A
276,VEYLUMIBUSZJXIEBQVMFMSMOKHDJVDNRBXGBUEZNFLCDZWRXBZ,F,1998-11-24,343022749392924,A
276,VEYLUMIBUSZJXIEBQVMFMSMOKHDJVDNRBXGBUEZNFLCDZWRXBZ,F,1998-11-24,640441440074523,D
277,VEYLUMIBUSZJXIEBQVMFMSMOKHDJVDNRBXGBUEZNFLCDZWRXBZ,F,1998-11-24,723622962235951,B
278,KCGKUZCRQGXADOPCWZNGOBDUQVQMQISWPHUZTKOVEQVIPWNXAV,M,1996-11-25,357762760857469,A
279,KCGKUZCRQGXADOPCWZNGOBDUQVQMQISWPHUZTKOVEQVIPWNXAV,M,1996-11-25,324255064748236,B
280,TMZSCFTYHEZEHJOSISULDPLQHZEZCBGLYUKWGRVLTXVAXKWZLV,M,2005-10-24,864307043515889,A
281,TMZSCFTYHEZEHJOSISULDPLQHZEZCBGLYUKWGRVLTXVAXKWZLV,M,2005-10-24,501810319375218,B
281,TMZSCFTYHEZEHJOSISULDPLQHZEZCBGLYUKWGRVLTXVAXKWZLV,M,2005-10-24,964529608512092,F
283,EOZAMIXANEXHTGSXGTPRLUKIAGBQYSUJEIOWWEBQZMCZIZKLQN,M,1991-04-16,779311402606807,B
284,XLUNFOKCIALHUGLLVNERWATFUTAXQGDEBYAJRCYMRFMMZIUTWP,F,1981-05-15,881680178072161,A
285,XLUNFOKCIALHUGLLVNERWATFUTAXQGDEBYAJRCYMRFMMZIUTWP,F,1981-05-15,341509233061560,B
286,AMKIYBALBUAGGOGECCYTUBMFSSVAFOBEMIRBZPFFPQBTPOAMDM,F,1973-05-07,042883526932187,A
287,UMMHXVFJSONWHQSBOJSWFHQIVCLRMFHHPDHAVZIJGDEREKJJLG,M,1995-07-06,250449411268361,A
288,UMMHXVFJSONWHQSBOJSWFHQIVCLRMFHHPDHAVZIJGDEREKJJLG,M,1995-07-06,393577324672784,B
288,UMMHXVFJSONWHQSBOJSWFHQIVCLRMFHHPDHAVZIJGDEREKJJLG,M,1995-07-06,310842906846932,D
289,SMGMQOWDOIXLGLHWPYTSKKWJKEGWGNUIOTMNUAHKGEVBYCLRZM,F,2004-09-19,979603982772700,A
291,KEBQCXDHNDVEVTAJUCWWSLZZCXYIXSVIIYVBPDNCSFGHITJOFZ,F,1982-04-09,250786255448682,A
292,KEBQCXDHNDVEVTAJUCWWSLZZCXYIXSVIIYVBPDNCSFGHITJOFZ,F,1982-04-09,278886606365210,B
293,EMRJNBJHPCMRILZFNKWHEYPWNIASYKOFFZQTQCYVIAQUUTNLRX,M,1973-12-19,461647881679076,A
295,ZEMERYTIKVQQUVJEQWTVARKDEMSGSONNVQZYIBRVKDMXMGTSGW,F,2001-10-30,760096063838627,A
295,ZEMERYTIKVQQUVJEQWTVARKDEMSGSONNVQZYIBRVKDMXMGTSGW,F,2001-10-30,597883437371204,D
298,WLXBSUHCTLHEQHYVDXTIKNYMJOMNPGHEJPPVPZSZMZSVEQLEBM,F,1970-06-10,572576494176028,A
299,SCVGVUOYSZOHPFHMLIQIIKXTGZBSGLNAAZUFSGOBDTZIZMEYZM,F,1987-09-13,575453275991961,A
299,SCVGVUOYSZOHPFHMLIQIIKXTGZBSGLNAAZUFSGOBDTZIZMEYZM,F,1987-09-13,634935015022780,D
300,SCVGVUOYSZOHPFHMLIQIIKXTGZBSGLNAAZUFSGOBDTZIZMEYZM,F,1987-09-13,017103096909220,B
302,VIGLRHNGPDXGIMOXVGJMMSFPOYAVAODFTJXSPSRMSPWMUHFZGS,F,1991-06-15,052368200612673,B
303,FCIKGNMSWJAXVTCNCPAUBDLNPSYIKCVGBPRWPIISCTTGZHDROC,F,1995-06-29,238148828576065,A
305,ECKGUVEVMHEADVXBQGLRIQONFHTEFONLNOPZXQHWNXDWSLJFRR,F,1988-07-04,867623473673090,B
306,SDNOIPSUOPVHCHLOAXZUAJFYIMLHNJYPUWMKOPDMUWWABYGTGR,F,2004-12-10,540790277763238,A
306,SDNOIPSUOPVHCHLOAXZUAJFYIMLHNJYPUWMKOPDMUWWABYGTGR,F,2004-12-10,450557268591240,F
307,HKOYHNUUJSSXOIQVCMWRNXTFWVUPIZCWPBCRZBBXAQSMNASIRL,F,1995-02-16,805072926487501,A
308,HKOYHNUUJSSXOIQVCMWRNXTFWVUPIZCWPBCRZBBXAQSMNASIRL,F,1995-02-16,681916447631593,B
309,HLHZQHIZRIOFKKDUMJVNBHWNODDZYFFIPUPZEJULYYEBPIRCZQ,F,1974-04-09,719441306595482,A
311,GOGWOIASSXNFEXAEGNEXDGSEOISKDLLFICLDMWFKROEJEKOCHS,F,2009-09-14,258885456022742,A
311,GOGWOIASSXNFEXAEGNEXDGSEOISKDLLFICLDMWFKROEJEKOCHS,F,2009-09-14,059967524415800,D
312,GOGWOIASSXNFEXAEGNEXDGSEOISKDLLFICLDMWFKROEJEKOCHS,F,2009-09-14,522138371189391,B
313,YDGLWTVUPVCXANEGLXVGNJDMTVIVQMXXSJRIKTRVAVYBMKGFLW,M,1986-10-15,824932453573376,A
314,LMROYFWMQYGGNPGWOFXAAMOKVEDUWXMKOXDIKOJXPWMDTYMNOP,F,1999-09-18,333651962762588,A
316,AEAXEJFSMFKHRCUYNAZJUOQWPJMTGONWVVVREFMTYODXAACLPT,F,1993-10-27,678521847505185,A
317,VHWAJRXFKNZQTHPJXGCHBHUAWMLMOADMZXZFPLJQMGRIRPFUEU,M,1989-06-09,916145221383003,A
317,VHWAJRXFKNZQTHPJXGCHBHUAWMLMOADMZXZFPLJQMGRIRPFUEU,M,1989-06-09,386467280710351,F
318,VHWAJRXFKNZQTHPJXGCHBHUAWMLMOADMZXZFPLJQMGRIRPFUEU,M,1989-06-09,808243512128389,B
319,LXKDHRIKIVWVSMHPZSDVZOAJRGBGTKCBDIVDOGIBMMEKRVFZOA,M,1979-11-27,105351126639794,A
319,LXKDHRIKIVWVSMHPZSDVZOAJRGBGTKCBDIVDOGIBMMEKRVFZOA,M,1979-11-27,815109696460906,D
320,BTOVINZWSWMSNFYBGXVUTZESFELJJWJEJVNMJTITRVKOEMYGGG,M,2002-01-02,889824324370661,A
321,FIANFHPTNJBKWZCQTIJMPHPLWLYAIRWQODGMUOLIVUCCRKGSWR,M,1970-03-23,721444168408861,A
322,CMMCFCGLIHVZGFCQWDDKPYOKENOMZOQMKGCCSZDJJRUQQSJHAH,M,1980-04-25,106531294326576,A
323,CMMCFCGLIHVZGFCQWDDKPYOKENOMZOQMKGCCSZDJJRUQQSJHAH,M,1980-04-25,787753751128407,B
325,NDFKTYJZZWBWXDEAIJETNRWSNABYSTLYMTPZOAYVKNUQUKPFJA,M,1999-10-15,890187863269939,A
326,YKOPEHOLBSDJUIKHQVBEYGMCJSZVCEQSUGZHDVUGJFVDCEQCUA,M,1993-11-18,923791372287131,A
326,YKOPEHOLBSDJUIKHQVBEYGMCJSZVCEQSUGZHDVUGJFVDCEQCUA,M,1993-11-18,384835852380613,D
327,YKOPEHOLBSDJUIKHQVBEYGMCJSZVCEQSUGZHDVUGJFVDCEQCUA,M,1993-11-18,580024137677224,B
328,WXRMDGHLKDYCJQOXFBWQWUZICFSRCZWJINKOMFGDXXWNKGAJKB,M,1981-08-31,600630744460226,A
329,WXRMDGHLKDYCJQOXFBWQWUZICFSRCZWJINKOMFGDXXWNKGAJKB,M,1981-08-31,220985790413937,B
330,DCACOPKQWTEJRMIRJLMHZRACBHMVKCEQBJNLJKGZKNDAERCJWB,M,2002-01-22,234593601352347,A
331,DCACOPKQWTEJRMIRJLMHZRACBHMVKCEQBJNLJKGZKNDAERCJWB,M,2002-01-22,833090446755080,B
333,FWXKSAIYJSCZUGTUQBDKIYWHPUUKMLEUGHIOWBVYVPKHIEPUEV,M,2006-05-16,439721472992875,B
334,IQWZFODTSRUYTWZGIXUGQDPINVGFEECMLWFXECAAMOYRNXASVS,F,2009-04-16,539738138163662,A
336,SVWEWOIHZJMORGIBLWPEYROIAWPSVPOKCSFVNCUBJJBLZPOANT,F,1986-06-03,770987588687452,A
337,SAWTCQBIFSPTDQBYPNLYGHTOLDKFQCFQOXTJXDNSUIBIJDYVGL,M,1989-12-04,270207703759103,A
337,SAWTCQBIFSPTDQBYPNLYGHTOLDKFQCFQOXTJXDNSUIBIJDYVGL,M,1989-12-04,977052629936643,E
339,TDSPXKLUOLFJCTLKHPVHRUVDTDQFTMKNMYHQHJZMSBEFLRZSCD,M,1984-02-23,628184760860437,A
340,TDSPXKLUOLFJCTLKHPVHRUVDTDQFTMKNMYHQHJZMSBEFLRZSCD,M,1984-02-23,911403298363328,B
342,YACVHAAZPVVQBLQPBOAPXDTIYVDOCEMJZPBXXDBPMTDLLTKVKB,M,1981-11-19,332660914475527,B
342,YACVHAAZPVVQBLQPBOAPXDTIYVDOCEMJZPBXXDBPMTDLLTKVKB,M,1981-11-19,338359939615863,D
343,YFJUBQIBBZQSYGFEEXUVUMZTZNFOKDCJTIWLQWUZCHNPECXWRR,F,2006-04-06,799543024038230,A
343,YFJUBQIBBZQSYGFEEXUVUMZTZNFOKDCJTIWLQWUZCHNPECXWRR,F,2006-04-06,844898878993063,E
344,JKJHXJJVRRMGGXNSFAZBGUUJLSVRKQCVMOKVYHVGOZPUZXJERV,F,1988-03-29,546931376920418,A
344,JKJHXJJVRRMGGXNSFAZBGUUJLSVRKQCVMOKVYHVGOZPUZXJERV,F,1988-03-29,513453206293353,E
345,JKJHXJJVRRMGGXNSFAZBGUUJLSVRKQCVMOKVYHVGOZPUZXJERV,F,1988-03-29,974928233923257,B
346,AJGCLZXLFWFHPFRYOLPDZKGXKTMISIPXVJKBOGAIOIGORTRWYX,F,2004-05-27,479177248904174,A
346,AJGCLZXLFWFHPFRYOLPDZKGXKTMISIPXVJKBOGAIOIGORTRWYX,F,2004-05-27,808505531929991,E
347,EEUSQUCBYBIUXYCEPPOISCOFNFOITXEQNTHEVRJSIKCAFBVAAL,F,1985-06-23,542096126951762,A
348,KYHUOXWRSJWVAUMSPSTQXJORHKOCNSGLTGITKQMJFSGXMBTTGL,F,2004-09-30,022907025386655,A
349,KYHUOXWRSJWVAUMSPSTQXJORHKOCNSGLTGITKQMJFSGXMBTTGL,F,2004-09-30,054031030413512,B
351,VTMRVMPERJQXWFKKCGPYRDTZMOABROBPVUFQOWPHFHVCFOSATQ,M,1977-07-14,182294996794128,B
351,VTMRVMPERJQXWFKKCGPYRDTZMOABROBPVUFQOWPHFHVCFOSATQ,M,1977-07-14,624661905514316,F
352,MHMHNLNFJJHKCJNNMKDAOWJXYAFLXSQLXETJUUCSIBYFUPIFWB,M,1997-05-20,647787015323174,A
353,JFXUXHHOXVIDBFYZIZWHTCCULLLYGQQKWTAQPPJKZGCCWFDKIT,F,2004-06-07,234042040189935,A
354,YAYBWSTHVWHFTTFIEBUWKDVQFGINWLNUXPOWCSBATGWUIBPTXX,F,1989-05-03,981020751921113,A
355,YAYBWSTHVWHFTTFIEBUWKDVQFGINWLNUXPOWCSBATGWUIBPTXX,F,1989-05-03,500039964797449,B
358,OWRRWDIKSBZLZKGWRPEFTABPDRAGWIYQQNQXLXEECBPNXPNZCL,M,1982-08-29,442961820295104,A
360,BCBWBOLHBOEPBNYNVDIRDWKDZULPIOQFTGFIFAGFHWCKFHVOTO,F,2001-10-18,682412510425995,B
360,BCBWBOLHBOEPBNYNVDIRDWKDZULPIOQFTGFIFAGFHWCKFHVOTO,F,2001-10-18,812228946666786,D
362,SJZSENRYIBQDMLDGSTYXNIJBKIJFZUEVXKJRUJTYQRMITWLTUU,F,1973-09-19,314513803395550,A
367,CXCZTTHQCXOEQNOKDWJADHPCMZIXOVYCOKQVDIDLAKBOTUKUKQ,M,1990-08-15,459202505959154,A
368,CPFNGWCFPQZEDRKNEZMBYNRNRGEEPWKFBIWSNNBSBYXAVOGMUW,F,1980-07-24,657458032381095,A
370,CHCLVFVUMGVGXMVPAVSVHUHVENZRLDEDFXQPCUTJAJXFWFOCLM,F,1970-08-01,257950058135381,A
371,CHCLVFVUMGVGXMVPAVSVHUHVENZRLDEDFXQPCUTJAJXFWFOCLM,F,1970-08-01,428281611677535,B
371,CHCLVFVUMGVGXMVPAVSVHUHVENZRLDEDFXQPCUTJAJXFWFOCLM,F,1970-08-01,359491116631920,F
374,DXPXAUEILYETCIEJYBQYVVLTYRWCEFJAEHQVPJSTGFRWMAYSML,M,1970-04-07,121712839843516,A
375,DXPXAUEILYETCIEJYBQYVVLTYRWCEFJAEHQVPJSTGFRWMAYSML,M,1970-04-07,804644274717139,B
375,DXPXAUEILYETCIEJYBQYVVLTYRWCEFJAEHQVPJSTGFRWMAYSML,M,1970-04-07,265245990674290,E
376,XKCGSFVMRFJJCBGEYTANLWFZXRUNXHCBKGVUJHHGKWBMQJMHDG,F,1999-08-13,141163579219626,A
376,XKCGSFVMRFJJCBGEYTANLWFZXRUNXHCBKGVUJHHGKWBMQJMHDG,F,1999-08-13,460363561038758,F
377,EGIKNWXUMDTAKOGDRHDWEXTFKRLTNCTOFRORMRXUXQLFOIPGGN,F,2005-04-22,039319552331827,A
378,EGIKNWXUMDTAKOGDRHDWEXTFKRLTNCTOFRORMRXUXQLFOIPGGN,F,2005-04-22,611585245322853,B
378,EGIKNWXUMDTAKOGDRHDWEXTFKRLTNCTOFRORMRXUXQLFOIPGGN,F,2005-04-22,656581055010099,E
379,HCINVRORGMSDSUWPSAMRLAUUVRNHLTYCJRJZZQGVPPTGXOPHWB,M,1983-05-25,976044477891286,A
382,GVSHAATMAUFIPTLGFEGEWKWIDDBSFPAQAQCERFCDOAMSYNFTRV,M,1970-04-01,953567523434577,B
383,UHILCKZJRRZCGAYDIUSUQOKNZMEHYTEUFHYDDXBHSZLJBGSXFC,F,1994-05-18,319994922118068,A
384,UHILCKZJRRZCGAYDIUSUQOKNZMEHYTEUFHYDDXBHSZLJBGSXFC,F,1994-05-18,358849433022671,B
385,YHNNSCHCFYTWIAGPNIIYENLQYEPOHRRRZXZELKDIDUHENLZFIS,M,1988-12-11,376193859514673,A
388,IGRHDTNKKXLUAFYCFXVNCKCXENZSPNNRICGBUXPCHKEMIYVODL,M,1971-05-05,999037022042387,A
389,OGGUIGDAXIXWRMXIPKFNPOPQYGTWTBMXWWQCLYFPKTZQAEWJHF,F,1972-11-25,731215787969273,A
389,OGGUIGDAXIXWRMXIPKFNPOPQYGTWTBMXWWQCLYFPKTZQAEWJHF,F,1972-11-25,355660210948279,E
390,CXZHNCVUGHJTXLEYNXJLVPWPILMHYXZTHAKSYMCWMDISVNPAXA,F,1976-08-05,525119948594639,A
390,CXZHNCVUGHJTXLEYNXJLVPWPILMHYXZTHAKSYMCWMDISVNPAXA,F,1976-08-05,001519385910206,F
392,AKVATZAFXINXKSXBMVFIIWOAZINTEJUXKLGKWOMKOHSDWCYEHD,M,1974-12-29,932412473695591,A
393,KLJGGZSHPKWUCQIMYMBEBQHCRFGKRQRLMMUXYYHNJHBBQZTLQG,F,1981-01-21,655450187680457,A
394,KLJGGZSHPKWUCQIMYMBEBQHCRFGKRQRLMMUXYYHNJHBBQZTLQG,F,1981-01-21,877980277401605,B
395,FRAEFVZCIVGEHLIVZSYNMNIRGKRNCYKXYDWDQDVOEMNMAXOHKP,F,2004-06-13,035424231070730,A
395,FRAEFVZCIVGEHLIVZSYNMNIRGKRNCYKXYDWDQDVOEMNMAXOHKP,F,2004-06-13,665879650323527,E
396,FRAEFVZCIVGEHLIVZSYNMNIRGKRNCYKXYDWDQDVOEMNMAXOHKP,F,2004-06-13,278272562471928,B
397,RGNHWXTFKNUWVZMNYEREHEYOFFXSGYRJSASBYOHYVPCVFSPOUT,M,1993-12-03,899903934057960,A
399,NRCILIMVEUWFZMOGXZIUNKLBAUVRWCWXIMTEOOJIVFGOBVPCVK,F,1979-09-22,951706658906638,A
399,NRCILIMVEUWFZMOGXZIUNKLBAUVRWCWXIMTEOOJIVFGOBVPCVK,F,1979-09-22,940696790965990,F
400,NRCILIMVEUWFZMOGXZIUNKLBAUVRWCWXIMTEOOJIVFGOBVPCVK,F,1979-09-22,023082011756569,B
401,KYYSVVAJOPWYNZRDSMQMXSZQCDDASSXDCBIWMUCZACZTELYZDR,M,2009-01-28,770229887366345,A
403,FDRKDRYSBDFCOLZZOYDEQAEFEBFSJGZTDSZSZZVHKGNFZJQVZD,F,1993-10-07,948823703402791,A
404,NYTWWOQPSONPADSVRQAVHKWRMFXPHGRDRLOLUCQHZPMXNEYNCU,M,2004-02-26,153253127624546,A
404,NYTWWOQPSONPADSVRQAVHKWRMFXPHGRDRLOLUCQHZPMXNEYNCU,M,2004-02-26,547161679127095,D
405,NYTWWOQPSONPADSVRQAVHKWRMFXPHGRDRLOLUCQHZPMXNEYNCU,M,2004-02-26,115909659799313,B
406,IBUABPHJOYUANDPKRBCQRNRMQBVHZTNBUAEQKXIEIZTZYEWAOP,F,1979-12-28,303066355977927,A
406,IBUABPHJOYUANDPKRBCQRNRMQBVHZTNBUAEQKXIEIZTZYEWAOP,F,1979-12-28,348042779437899,D
407,XZEQHGYCGPGITLTCDDXEOHDHIGXGUQTRIVYBMISJNDYAUSEFFL,F,1985-05-15,386681411855712,A
407,XZEQHGYCGPGITLTCDDXEOHDHIGXGUQTRIVYBMISJNDYAUSEFFL,F,1985-05-15,885064440266990,D
408,XZEQHGYCGPGITLTCDDXEOHDHIGXGUQTRIVYBMISJNDYAUSEFFL,F,1985-05-15,394325605585459,B
408,XZEQHGYCGPGITLTCDDXEOHDHIGXGUQTRIVYBMISJNDYAUSEFFL,F,1985-05-15,121041532831875,F
412,OAFBOVCMPFPPRJRZVWZPDNQULPKBVJWTCNBYEXLHTQQTSSDSET,F,1996-10-29,743349648304552,A
413,BWDUILMUOKRDIGWJALHWBLNRNWOSXURJRTCVLDGXFFNYFRBMAK,F,1993-01-01,455353002353124,A
414,FWYPEJWWWEETFWNJVEKHOQQUUZKOKXSVAKZPNGIGHYHELTDMBT,M,2009-07-14,607577056505133,A
415,FWYPEJWWWEETFWNJVEKHOQQUUZKOKXSVAKZPNGIGHYHELTDMBT,M,2009-07-14,541259431460705,B
415,FWYPEJWWWEETFWNJVEKHOQQUUZKOKXSVAKZPNGIGHYHELTDMBT,M,2009-07-14,581990536269099,F
416,NBRSYSXHJXJAJXYBINQXWNOJTOIXRETRLTUXJGYIPDXXFZOBDW,F,1995-05-17,610378329581030,A
417,NBRSYSXHJXJAJXYBINQXWNOJTOIXRETRLTUXJGYIPDXXFZOBDW,F,1995-05-17,946234302313754,B
418,LJOKXHCKSWQMGJBGJTLJEQIZTPPYFEWJNZVMKHVSPVIWYOBWQV,M,1996-09-06,047757224736508,A
418,LJOKXHCKSWQMGJBGJTLJEQIZTPPYFEWJNZVMKHVSPVIWYOBWQV,M,1996-09-06,165330576925501,F
419,RNFHNJHHDGSERKTLUXLVWEHEVCCUBHZQLMYNIMDIEIUJZHZCVH,F,2000-10-23,856637792343721,A
421,QUXXYFIDFESRAIEHMAAPWUGMKBRQQLMDEJTCNTGRTSXLTLJVND,M,1978-02-23,848570235227862,B
421,QUXXYFIDFESRAIEHMAAPWUGMKBRQQLMDEJTCNTGRTSXLTLJVND,M,1978-02-23,111660601408048,F
422,YTZFLMMUPIORODDJFDETFUJZNNXKACGUIKDWIQWOEVIHEKMVEE,F,2007-08-22,085345237870497,A
424,EONUYPIUTQGWPAYDGAULJWXHYTACWMXSCKSFKTCASTEHDYIMKQ,F,1986-09-25,605079888796096,A
427,ZMRAZUEGQKCMFTMNSNWKQMPIHXQJOYLWPDIUSRJNMRCZRHZMWS,F,1995-12-26,649146482730397,B
428,KADVLZOJNDLTSSXSYPMVGEHLQPCTWZKUPPAGBXJKJSKLIRQYYT,M,1984-01-26,148445579317167,A
428,KADVLZOJNDLTSSXSYPMVGEHLQPCTWZKUPPAGBXJKJSKLIRQYYT,M,1984-01-26,453306830136762,F
432,BLHSPYLKVXVWSENMIXUBMOPTYGNSEPJMTIZFOBHYAOEBASPVHC,F,1997-03-04,888872748379560,B
433,LKTPTIVCBAXDTNROOLRQQNDZZCPYQVAYEGRGDZODKIDCZSFGXV,M,1993-03-14,107187747833896,A
434,LKTPTIVCBAXDTNROOLRQQNDZZCPYQVAYEGRGDZODKIDCZSFGXV,M,1993-03-14,644678990089359,B
