,nome,sexo,nascimento,documento,tipo_documento
204,EZENICSELWGLGXNBCFKVFDNQICXNTRYESUCGQGPDVGNKAFCLEE,F,1978-11-25,392792331529546,A
205,EZENICSELWGLGXNBCFKVFDNQICXNTRYESUCGQGPDVGNKAFCLEE,F,1978-11-25,747431407221333,B
206,UJDDHUZBPWAYMRVABEXLIAYQKIBIBUZVQNGTRWDJUWNETLTDCY,F,2004-04-24,742727105268333,A
207,UJDDHUZBPWAYMRVABEXLIAYQKIBIBUZVQNGTRWDJUWNETLTDCY,F,2004-04-24,319176444958568,B
208,QVLGIKWICZULRTOFJLNPUZZARXCKJIZWMRHVBLZCONZNQIYCDS,F,1970-06-07,332875215289649,A
209,QVLGIKWICZULRTOFJLNPUZZARXCKJIZWMRHVBLZCONZNQIYCDS,F,1970-06-07,752644164479635,B
210,DXXYOWFGSJNKDHWKSABNGPAPCUVEPHKCUHHODREMXTCVQELSDG,F,2002-06-06,858016048672176,A
211,MGZEZTOBQLHPDZQCQPHUVSBJZTWJQHSAFULDZVNMHBIVXAMJLQ,F,2003-03-03,887203216841672,A
212,MGZEZTOBQLHPDZQCQPHUVSBJZTWJQHSAFULDZVNMHBIVXAMJLQ,F,2003-03-03,829838267025814,B
213,TRIDMHKEHDCXQEKVYDYPESCDODGJGSFPPWFFQCUOVMWSKBBKAX,M,2007-11-24,195522806899769,A
214,TRIDMHKEHDCXQEKVYDYPESCDODGJGSFPPWFFQCUOVMWSKBBKAX,M,2007-11-24,679621870074803,B
215,MNPBVCOVPKMSMJLSLDDOPMJXOVLRKSXBRKZDUSVNSMNXJEUZLP,F,1993-02-04,152685811949618,A
216,HJNEVDIDHHKEHUOPYNACAZJZWSIVHGICVDBJFZXHQBQTJPSXHV,F,2006-04-21,256784236901090,A
217,OAEHBQUSTNVOTYKNPLBHJAYWZPBRFTSOUNWISXJFGWGPZKQKMO,M,2005-07-23,321458883233601,A
218,SBIZFNSCMTTNYKFBZKMENGKJOAUSOKHZIKKPDPKXKUFSMUXHAT,M,1975-05-21,443886804479208,A
219,SBIZFNSCMTTNYKFBZKMENGKJOAUSOKHZIKKPDPKXKUFSMUXHAT,M,1975-05-21,445849128246639,B
220,ZRMLUEUZXQROXEOPBAOMTFVQBLANSAPTRCBTQHQFTZPXTLPDBI,F,2001-05-29,565169561212402,A
221,ZRMLUEUZXQROXEOPBAOMTFVQBLANSAPTRCBTQHQFTZPXTLPDBI,F,2001-05-29,105264560868363,B
222,UZOODXTBAGOZCILIIJSSGCMELSBHVERLSWEFWNUPLHSGEHTJBN,F,2000-09-25,210651216183360,A
223,UZOODXTBAGOZCILIIJSSGCMELSBHVERLSWEFWNUPLHSGEHTJBN,F,2000-09-25,695408306280819,B
224,AORHMWAKPVUSTNZJUJEMIMGJJMPCDOGJOAHFBLUCDLLMSUOWDC,M,1978-05-18,735904443031725,A
225,IDSSAQWFMXVIGEARRKBWEMHSYYFEGIWBXGEOUCNHKUSLSZEZOT,M,2004-04-24,768730531337427,A
226,LSZVJYSRVVLKMXFZBVDGVDAGQBOGHTFCBNGSMQUQTPFPYRTOIH,F,1973-02-17,020521516156043,A
227,LSZVJYSRVVLKMXFZBVDGVDAGQBOGHTFCBNGSMQUQTPFPYRTOIH,F,1973-02-17,338595987119551,B
228,IMIOXJRPJFQKETLYNKBIZJSGBWUSVUWZGCOFVPRJBRPAUQWIOP,M,1992-07-24,391227369285232,A
229,VCGBCFVHWQHWJQMXXTIKLZKXXXSOYPVYJPGREJZBHOLJEJEAAE,M,1989-08-11,280212187907370,A
230,NTACUASRZUXXBJWSPPFKIUXCHHNPXBOZTQQPUYJZZQNXYLTUTM,F,2009-09-03,481632060038432,A
231,NTACUASRZUXXBJWSPPFKIUXCHHNPXBOZTQQPUYJZZQNXYLTUTM,F,2009-09-03,693779015334726,B
232,SGSNYUJZKUOXMZTOIAQWLRYQJNTEZKPQUXGLYKAUTDWFYRHAPV,M,1990-04-10,564877745952952,A
233,SGSNYUJZKUOXMZTOIAQWLRYQJNTEZKPQUXGLYKAUTDWFYRHAPV,M,1990-04-10,237960012466100,B
234,WQINEECTSIZNAPITRDNCQFQLYRYZJNOGMSBVOMCCPVIOIKNLFO,F,1972-03-19,388810170403480,A
235,MVHCTBXMLCOGCJVEOYGQWKCCIFWEXZLLQXGPQUHTFJNVYFMUMG,M,1992-06-21,301607292658811,A
236,MVHCTBXMLCOGCJVEOYGQWKCCIFWEXZLLQXGPQUHTFJNVYFMUMG,M,1992-06-21,365272899309956,B
237,XNDUYEUSTTDVJDIZESOYYWZXDUZNTCJPATVHMGTAFELNHPXODD,M,1975-10-20,626155947566241,A
238,XNDUYEUSTTDVJDIZESOYYWZXDUZNTCJPATVHMGTAFELNHPXODD,M,1975-10-20,620525868145959,B
239,ABHWSXNQWAACUWSRDXHVKBLMRCFRMGEJNWODOXZCRMKPMTURFZ,F,1999-07-21,245842500600612,A
240,ABHWSXNQWAACUWSRDXHVKBLMRCFRMGEJNWODOXZCRMKPMTURFZ,F,1999-07-21,487548604174054,B
241,VFNHAREGNETUJDMADHJIUWVMPVZACYBDHVQLTAELVNPZJAYOHA,F,1988-10-02,135053315059029,A
242,PBFOIYWDZJBWIZVHYBDALIYYHYFBZTVVXHMMZSPBXRNJRZXXJB,M,1985-02-26,542383600098992,A
243,PBFOIYWDZJBWIZVHYBDALIYYHYFBZTVVXHMMZSPBXRNJRZXXJB,M,1985-02-26,852272633842073,B
244,ILZRPWBRTYPWLMZEBSFUTXNFUMEXWIXGQXBGPWCUXIHORFRLNR,M,2008-05-25,367045503542141,A
245,DDXFHAWVNZMMBAOWCSOMXLFLWUQAVIHGABIDFOJXNRDIVUAMEK,F,1993-07-13,033395532118288,A
246,DDXFHAWVNZMMBAOWCSOMXLFLWUQAVIHGABIDFOJXNRDIVUAMEK,F,1993-07-13,109701014151828,B
247,ZNYZYZBRVJVUGPLNKXMIIFQPBIAEYCHLAUYWVUAWWAOEZQCEZG,F,1995-06-18,584815630511101,A
248,ZNYZYZBRVJVUGPLNKXMIIFQPBIAEYCHLAUYWVUAWWAOEZQCEZG,F,1995-06-18,220469087959597,B
249,VDGSFRFKERNUMXYXOJQDPUPDQESRAICLWLNGMLBJKHNKELVXYI,F,1997-07-06,606311922083176,A
250,SDXEIVHEZMNKIWGCGLHXMVNICRKVNJQRRJRICDQFRJUHQLLTZL,M,1999-07-29,785833461102502,A
251,WLBLGJUFCJUIZAVWDEPHUSGEZRXYCVCINSPVGEIGFRHSTRNGLK,M,2009-11-20,311451072660983,A
252,BTKGLTPKGVZDKOUCKSHSNXRNAKSWAQUQWCEUKYUDEZHNCZOFDG,M,1993-05-19,382148914604862,A
253,BTKGLTPKGVZDKOUCKSHSNXRNAKSWAQUQWCEUKYUDEZHNCZOFDG,M,1993-05-19,555696839041743,B
254,NABVADBPCBVLUJJGWHFDYKFZOXPWXQDZUVXFWFPZIALBIOEVYA,F,1996-08-29,834571908922290,A
255,HEKJZJOBDFCNWDZSZMHDZMCRWIJRPSWGCLAHHUQGBFKTQUOQED,M,1970-03-23,148783355180723,A
256,MRLIWMGYWVFYDHFQENXVAYOWBCMESTAGLUVVUCDTBGZRXWCLEW,F,1984-11-30,967206828803838,A
257,ZUHWRDNTHITMRRSEFEPGSNUBCRTISZYLDOTPUGJVLFWSTYBVRY,M,1975-07-16,432941982056946,A
258,GLFCAJTPJBIECDRWGAQPTPKNSWIKFGDCUSFNMGQAEKHWLVWAPV,M,1971-05-24,883616186585374,A
259,GLFCAJTPJBIECDRWGAQPTPKNSWIKFGDCUSFNMGQAEKHWLVWAPV,M,1971-05-24,027794348983554,B
260,OENPNNBRCWGAKHYWAKGSJMTZGIJXVREEKIRCJCWPLGGHXBPWXO,F,1981-07-16,314767688287465,A
261,MCSEBZRMJFBEOTQRETZMFPDDRYZLFNEQGYQJFICWYAHJYZCOHV,F,1972-03-06,228492296045929,A
262,DXFHQHQKNHYGYAZIJOCCIUHQMHJRMSHVAXJCLVYBBUHMBEQEUT,F,2006-01-24,769856585113979,A
263,PDMEGWGWXNHAFVHQJATKMFCAXIMGURQKUQQGNYTSOMJPPDVBDU,F,1975-01-05,005338107271358,A
264,UQVLKWUDMQEUVQKDEREYGPCUQNKDMSKTBWCMVGVPAVXRNIUVAX,M,1989-06-26,149501396011731,A
265,CMFWKSDIDIKTKDPPDEDLQFLNYBZIQLRYQRXAYWMRUVSPDUZSXL,M,2008-12-23,070015623819818,A
266,CMFWKSDIDIKTKDPPDEDLQFLNYBZIQLRYQRXAYWMRUVSPDUZSXL,M,2008-12-23,449563382322456,B
267,ULFRVTXMTWNAOEIMHGBYXHGHXXPFHYEBRWDPUMVVXMIWLROGNF,F,2001-02-03,281147053015978,A
268,ULFRVTXMTWNAOEIMHGBYXHGHXXPFHYEBRWDPUMVVXMIWLROGNF,F,2001-02-03,868905613291714,B
269,FMKJTOMEMLTVLHTBPKWMUMCNFACQQBPTGYAWQULBGKQHDPSGKI,F,1974-10-04,691055125787293,A
270,FMKJTOMEMLTVLHTBPKWMUMCNFACQQBPTGYAWQULBGKQHDPSGKI,F,1974-10-04,586786041589375,B
271,SNZCUFFXLXPDTRXLOKQJAKNVAYZEPYZYYVWFXSXJNIKJPWBVXU,F,2000-04-13,846538493558715,A
272,SNZCUFFXLXPDTRXLOKQJAKNVAYZEPYZYYVWFXSXJNIKJPWBVXU,F,2000-04-13,226660751427628,B
273,YWOUBKNJQVEQYBCITCXLVOZXMVEDSHONJXITMZPAEOZHTXOXFE,M,1989-02-23,255934669709326,A
274,MPJLXPFLGAHMOYBTWDYIDROYLPSXHXMJLHRECRVEFOGOUTRZQX,F,1985-09-08,721108359811944,A
275,QZRUWKHVFHBJGSQHAVSMGRBFHFXVHTLQMRNAWRYZERCBAVMZXR,M,2008-02-04,851514268284674,A
276,VEYLUMIBUSZJXIEBQVMFMSMOKHDJVDNRBXGBUEZNFLCDZWRXBZ,F,1998-11-24,343022749392924,A
277,VEYLUMIBUSZJXIEBQVMFMSMOKHDJVDNRBXGBUEZNFLCDZWRXBZ,F,1998-11-24,723622962235951,B
278,KCGKUZCRQGXADOPCWZNGOBDUQVQMQISWPHUZTKOVEQVIPWNXAV,M,1996-11-25,137287789394941,A
279,KCGKUZCRQGXADOPCWZNGOBDUQVQMQISWPHUZTKOVEQVIPWNXAV,M,1996-11-25,324255064748236,B
280,TMZSCFTYHEZEHJOSISULDPLQHZEZCBGLYUKWGRVLTXVAXKWZLV,M,2005-10-24,639505252971685,A
281,TMZSCFTYHEZEHJOSISULDPLQHZEZCBGLYUKWGRVLTXVAXKWZLV,M,2005-10-24,501810319375218,B
282,EOZAMIXANEXHTGSXGTPRLUKIAGBQYSUJEIOWWEBQZMCZIZKLQN,M,1991-04-16,604377366923232,A
283,EOZAMIXANEXHTGSXGTPRLUKIAGBQYSUJEIOWWEBQZMCZIZKLQN,M,1991-04-16,829968418022224,B
284,XLUNFOKCIALHUGLLVNERWATFUTAXQGDEBYAJRCYMRFMMZIUTWP,F,1981-05-15,458881431871234,A
285,XLUNFOKCIALHUGLLVNERWATFUTAXQGDEBYAJRCYMRFMMZIUTWP,F,1981-05-15,341509233061560,B
286,AMKIYBALBUAGGOGECCYTUBMFSSVAFOBEMIRBZPFFPQBTPOAMDM,F,1973-05-07,551123670149863,A
287,UMMHXVFJSONWHQSBOJSWFHQIVCLRMFHHPDHAVZIJGDEREKJJLG,M,1995-07-06,771770929195776,A
288,UMMHXVFJSONWHQSBOJSWFHQIVCLRMFHHPDHAVZIJGDEREKJJLG,M,1995-07-06,393577324672784,B
289,SMGMQOWDOIXLGLHWPYTSKKWJKEGWGNUIOTMNUAHKGEVBYCLRZM,F,2004-09-19,979603982772700,A
290,YOYOTIWHVSZJRVTBVFSUYDYFOMEFKTRUJCNKIFQFNKQPUIVAFZ,M,1986-11-17,103249168479841,A
291,KEBQCXDHNDVEVTAJUCWWSLZZCXYIXSVIIYVBPDNCSFGHITJOFZ,F,1982-04-09,390887872129184,A
292,KEBQCXDHNDVEVTAJUCWWSLZZCXYIXSVIIYVBPDNCSFGHITJOFZ,F,1982-04-09,278886606365210,B
293,EMRJNBJHPCMRILZFNKWHEYPWNIASYKOFFZQTQCYVIAQUUTNLRX,M,1973-12-19,789690944097646,A
294,EMRJNBJHPCMRILZFNKWHEYPWNIASYKOFFZQTQCYVIAQUUTNLRX,M,1973-12-19,549381197626685,B
295,ZEMERYTIKVQQUVJEQWTVARKDEMSGSONNVQZYIBRVKDMXMGTSGW,F,2001-10-30,760096063838627,A
296,ZEMERYTIKVQQUVJEQWTVARKDEMSGSONNVQZYIBRVKDMXMGTSGW,F,2001-10-30,664041172289858,B
297,NCAWWQSHKJLCZUNRBOJVYKFIXZEHRNLZHCIDJEYHSEZMBQSQYO,M,1971-08-17,550426091629229,A
298,WLXBSUHCTLHEQHYVDXTIKNYMJOMNPGHEJPPVPZSZMZSVEQLEBM,F,1970-06-10,572576494176028,A
299,SCVGVUOYSZOHPFHMLIQIIKXTGZBSGLNAAZUFSGOBDTZIZMEYZM,F,1987-09-13,575453275991961,A
300,SCVGVUOYSZOHPFHMLIQIIKXTGZBSGLNAAZUFSGOBDTZIZMEYZM,F,1987-09-13,017103096909220,B
301,VIGLRHNGPDXGIMOXVGJMMSFPOYAVAODFTJXSPSRMSPWMUHFZGS,F,1991-06-15,474461070348159,A
302,VIGLRHNGPDXGIMOXVGJMMSFPOYAVAODFTJXSPSRMSPWMUHFZGS,F,1991-06-15,652952854520009,B
303,FCIKGNMSWJAXVTCNCPAUBDLNPSYIKCVGBPRWPIISCTTGZHDROC,F,1995-06-29,274643307006264,A
304,ECKGUVEVMHEADVXBQGLRIQONFHTEFONLNOPZXQHWNXDWSLJFRR,F,1988-07-04,550448538143833,A
305,ECKGUVEVMHEADVXBQGLRIQONFHTEFONLNOPZXQHWNXDWSLJFRR,F,1988-07-04,934263159641932,B
306,SDNOIPSUOPVHCHLOAXZUAJFYIMLHNJYPUWMKOPDMUWWABYGTGR,F,2004-12-10,540790277763238,A
307,HKOYHNUUJSSXOIQVCMWRNXTFWVUPIZCWPBCRZBBXAQSMNASIRL,F,1995-02-16,179051508210969,A
308,HKOYHNUUJSSXOIQVCMWRNXTFWVUPIZCWPBCRZBBXAQSMNASIRL,F,1995-02-16,681916447631593,B
309,HLHZQHIZRIOFKKDUMJVNBHWNODDZYFFIPUPZEJULYYEBPIRCZQ,F,1974-04-09,719441306595482,A
310,HLHZQHIZRIOFKKDUMJVNBHWNODDZYFFIPUPZEJULYYEBPIRCZQ,F,1974-04-09,405489103100133,B
311,GOGWOIASSXNFEXAEGNEXDGSEOISKDLLFICLDMWFKROEJEKOCHS,F,2009-09-14,258885456022742,A
312,GOGWOIASSXNFEXAEGNEXDGSEOISKDLLFICLDMWFKROEJEKOCHS,F,2009-09-14,522138371189391,B
313,YDGLWTVUPVCXANEGLXVGNJDMTVIVQMXXSJRIKTRVAVYBMKGFLW,M,1986-10-15,352601165392419,A
314,LMROYFWMQYGGNPGWOFXAAMOKVEDUWXMKOXDIKOJXPWMDTYMNOP,F,1999-09-18,493514264965986,A
315,LMROYFWMQYGGNPGWOFXAAMOKVEDUWXMKOXDIKOJXPWMDTYMNOP,F,1999-09-18,693030488907008,B
316,AEAXEJFSMFKHRCUYNAZJUOQWPJMTGONWVVVREFMTYODXAACLPT,F,1993-10-27,570296650792970,A
317,VHWAJRXFKNZQTHPJXGCHBHUAWMLMOADMZXZFPLJQMGRIRPFUEU,M,1989-06-09,916145221383003,A
318,VHWAJRXFKNZQTHPJXGCHBHUAWMLMOADMZXZFPLJQMGRIRPFUEU,M,1989-06-09,808243512128389,B
319,LXKDHRIKIVWVSMHPZSDVZOAJRGBGTKCBDIVDOGIBMMEKRVFZOA,M,1979-11-27,105351126639794,A
320,BTOVINZWSWMSNFYBGXVUTZESFELJJWJEJVNMJTITRVKOEMYGGG,M,2002-01-02,314096420509855,A
321,FIANFHPTNJBKWZCQTIJMPHPLWLYAIRWQODGMUOLIVUCCRKGSWR,M,1970-03-23,721444168408861,A
322,CMMCFCGLIHVZGFCQWDDKPYOKENOMZOQMKGCCSZDJJRUQQSJHAH,M,1980-04-25,106531294326576,A
323,CMMCFCGLIHVZGFCQWDDKPYOKENOMZOQMKGCCSZDJJRUQQSJHAH,M,1980-04-25,787753751128407,B
324,UYDUVPRKKLYPVATGARXWBYCQOCCWMAYLHZRLOIHEOXLJSDDJKP,F,2002-03-09,647444948511247,A
325,NDFKTYJZZWBWXDEAIJETNRWSNABYSTLYMTPZOAYVKNUQUKPFJA,M,1999-10-15,890187863269939,A
326,YKOPEHOLBSDJUIKHQVBEYGMCJSZVCEQSUGZHDVUGJFVDCEQCUA,M,1993-11-18,923791372287131,A
327,YKOPEHOLBSDJUIKHQVBEYGMCJSZVCEQSUGZHDVUGJFVDCEQCUA,M,1993-11-18,365264501672668,B
328,WXRMDGHLKDYCJQOXFBWQWUZICFSRCZWJINKOMFGDXXWNKGAJKB,M,1981-08-31,600630744460226,A
329,WXRMDGHLKDYCJQOXFBWQWUZICFSRCZWJINKOMFGDXXWNKGAJKB,M,1981-08-31,220985790413937,B
330,DCACOPKQWTEJRMIRJLMHZRACBHMVKCEQBJNLJKGZKNDAERCJWB,M,2002-01-22,381495422006161,A
331,DCACOPKQWTEJRMIRJLMHZRACBHMVKCEQBJNLJKGZKNDAERCJWB,M,2002-01-22,055855119923350,B
332,FWXKSAIYJSCZUGTUQBDKIYWHPUUKMLEUGHIOWBVYVPKHIEPUEV,M,2006-05-16,991697801127944,A
333,FWXKSAIYJSCZUGTUQBDKIYWHPUUKMLEUGHIOWBVYVPKHIEPUEV,M,2006-05-16,439721472992875,B
334,IQWZFODTSRUYTWZGIXUGQDPINVGFEECMLWFXECAAMOYRNXASVS,F,2009-04-16,539738138163662,A
335,IQWZFODTSRUYTWZGIXUGQDPINVGFEECMLWFXECAAMOYRNXASVS,F,2009-04-16,631892507221039,B
336,SVWEWOIHZJMORGIBLWPEYROIAWPSVPOKCSFVNCUBJJBLZPOANT,F,1986-06-03,001155611312992,A
337,SAWTCQBIFSPTDQBYPNLYGHTOLDKFQCFQOXTJXDNSUIBIJDYVGL,M,1989-12-04,270207703759103,A
338,SAWTCQBIFSPTDQBYPNLYGHTOLDKFQCFQOXTJXDNSUIBIJDYVGL,M,1989-12-04,912160054173355,B
339,TDSPXKLUOLFJCTLKHPVHRUVDTDQFTMKNMYHQHJZMSBEFLRZSCD,M,1984-02-23,628184760860437,A
340,TDSPXKLUOLFJCTLKHPVHRUVDTDQFTMKNMYHQHJZMSBEFLRZSCD,M,1984-02-23,911403298363328,B
341,YACVHAAZPVVQBLQPBOAPXDTIYVDOCEMJZPBXXDBPMTDLLTKVKB,M,1981-11-19,017637085880654,A
342,YACVHAAZPVVQBLQPBOAPXDTIYVDOCEMJZPBXXDBPMTDLLTKVKB,M,1981-11-19,332660914475527,B
343,YFJUBQIBBZQSYGFEEXUVUMZTZNFOKDCJTIWLQWUZCHNPECXWRR,F,2006-04-06,799543024038230,A
344,JKJHXJJVRRMGGXNSFAZBGUUJLSVRKQCVMOKVYHVGOZPUZXJERV,F,1988-03-29,546931376920418,A
345,JKJHXJJVRRMGGXNSFAZBGUUJLSVRKQCVMOKVYHVGOZPUZXJERV,F,1988-03-29,974928233923257,B
346,AJGCLZXLFWFHPFRYOLPDZKGXKTMISIPXVJKBOGAIOIGORTRWYX,F,2004-05-27,479177248904174,A
347,EEUSQUCBYBIUXYCEPPOISCOFNFOITXEQNTHEVRJSIKCAFBVAAL,F,1985-06-23,542096126951762,A
348,KYHUOXWRSJWVAUMSPSTQXJORHKOCNSGLTGITKQMJFSGXMBTTGL,F,2004-09-30,022907025386655,A
349,KYHUOXWRSJWVAUMSPSTQXJORHKOCNSGLTGITKQMJFSGXMBTTGL,F,2004-09-30,492623330665527,B
350,VTMRVMPERJQXWFKKCGPYRDTZMOABROBPVUFQOWPHFHVCFOSATQ,M,1977-07-14,318867272968356,A
351,VTMRVMPERJQXWFKKCGPYRDTZMOABROBPVUFQOWPHFHVCFOSATQ,M,1977-07-14,182294996794128,B
352,MHMHNLNFJJHKCJNNMKDAOWJXYAFLXSQLXETJUUCSIBYFUPIFWB,M,1997-05-20,647787015323174,A
353,JFXUXHHOXVIDBFYZIZWHTCCULLLYGQQKWTAQPPJKZGCCWFDKIT,F,2004-06-07,234042040189935,A
354,YAYBWSTHVWHFTTFIEBUWKDVQFGINWLNUXPOWCSBATGWUIBPTXX,F,1989-05-03,981020751921113,A
355,YAYBWSTHVWHFTTFIEBUWKDVQFGINWLNUXPOWCSBATGWUIBPTXX,F,1989-05-03,882432963103445,B
356,IVLOQLXHTLEEKZBFWPCHPXPSSPNZBHMJALKLJGMZDMFKRIWSAQ,F,1972-02-14,882631724716763,A
357,RHPLPQNSVWTIHGWKCPAILSFKHFWXHMVPWWPAFBGHZYOZYYKGLI,F,1985-04-23,436335672521331,A
358,OWRRWDIKSBZLZKGWRPEFTABPDRAGWIYQQNQXLXEECBPNXPNZCL,M,1982-08-29,651762739851447,A
359,BCBWBOLHBOEPBNYNVDIRDWKDZULPIOQFTGFIFAGFHWCKFHVOTO,F,2001-10-18,382735089904697,A
360,BCBWBOLHBOEPBNYNVDIRDWKDZULPIOQFTGFIFAGFHWCKFHVOTO,F,2001-10-18,682412510425995,B
361,CRIXUAYKGRKIDNSIAZIEWZEWDIENBSTGXIBMEIJIMCGMVOEUKL,F,2006-03-23,930190147669687,A
362,SJZSENRYIBQDMLDGSTYXNIJBKIJFZUEVXKJRUJTYQRMITWLTUU,F,1973-09-19,314513803395550,A
363,HXUWAWEMMAKEKFZTCCAKKLQBCUMDCWOYYJQGHPANCJCGHPOUQU,M,2001-01-14,624787837649588,A
364,HXUWAWEMMAKEKFZTCCAKKLQBCUMDCWOYYJQGHPANCJCGHPOUQU,M,2001-01-14,998251584276548,B
365,SPQZBJOTKRPMGFNQBQXWNETXTEIUINTLSJKQUJHINYHETRLXFV,F,1982-05-26,975425435019945,A
366,SPQZBJOTKRPMGFNQBQXWNETXTEIUINTLSJKQUJHINYHETRLXFV,F,1982-05-26,480268076738829,B
367,CXCZTTHQCXOEQNOKDWJADHPCMZIXOVYCOKQVDIDLAKBOTUKUKQ,M,1990-08-15,366416346623577,A
368,CPFNGWCFPQZEDRKNEZMBYNRNRGEEPWKFBIWSNNBSBYXAVOGMUW,F,1980-07-24,657458032381095,A
369,CPFNGWCFPQZEDRKNEZMBYNRNRGEEPWKFBIWSNNBSBYXAVOGMUW,F,1980-07-24,936378704236971,B
370,CHCLVFVUMGVGXMVPAVSVHUHVENZRLDEDFXQPCUTJAJXFWFOCLM,F,1970-08-01,257950058135381,A
371,CHCLVFVUMGVGXMVPAVSVHUHVENZRLDEDFXQPCUTJAJXFWFOCLM,F,1970-08-01,428281611677535,B
372,JUVXSUWDLPYNIHKYZOTQORFSPILICGDAUEALUXEQUJKFPBBJGZ,M,2000-05-10,487194243041846,A
373,JUVXSUWDLPYNIHKYZOTQORFSPILICGDAUEALUXEQUJKFPBBJGZ,M,2000-05-10,820644802206704,B
374,DXPXAUEILYETCIEJYBQYVVLTYRWCEFJAEHQVPJSTGFRWMAYSML,M,1970-04-07,121712839843516,A
375,DXPXAUEILYETCIEJYBQYVVLTYRWCEFJAEHQVPJSTGFRWMAYSML,M,1970-04-07,804644274717139,B
376,XKCGSFVMRFJJCBGEYTANLWFZXRUNXHCBKGVUJHHGKWBMQJMHDG,F,1999-08-13,141163579219626,A
377,EGIKNWXUMDTAKOGDRHDWEXTFKRLTNCTOFRORMRXUXQLFOIPGGN,F,2005-04-22,513655650830997,A
378,EGIKNWXUMDTAKOGDRHDWEXTFKRLTNCTOFRORMRXUXQLFOIPGGN,F,2005-04-22,611585245322853,B
379,HCINVRORGMSDSUWPSAMRLAUUVRNHLTYCJRJZZQGVPPTGXOPHWB,M,1983-05-25,123319316809375,A
380,QDIYRFIVYVBSGZHTKNTXYKVIHMSXPSLMJEIDCMIWRQGJFHBJPA,M,1991-03-15,660739464535097,A
381,GVSHAATMAUFIPTLGFEGEWKWIDDBSFPAQAQCERFCDOAMSYNFTRV,M,1970-04-01,664303057511678,A
382,GVSHAATMAUFIPTLGFEGEWKWIDDBSFPAQAQCERFCDOAMSYNFTRV,M,1970-04-01,780701460922318,B
383,UHILCKZJRRZCGAYDIUSUQOKNZMEHYTEUFHYDDXBHSZLJBGSXFC,F,1994-05-18,319994922118068,A
384,UHILCKZJRRZCGAYDIUSUQOKNZMEHYTEUFHYDDXBHSZLJBGSXFC,F,1994-05-18,358849433022671,B
385,YHNNSCHCFYTWIAGPNIIYENLQYEPOHRRRZXZELKDIDUHENLZFIS,M,1988-12-11,376193859514673,A
386,QCZVIVFXKTQJOTUVAYTXBGIZJLBFZEJJTZYLVOMFWDMOEAVDTX,M,2001-10-17,007207315862181,A
387,QCZVIVFXKTQJOTUVAYTXBGIZJLBFZEJJTZYLVOMFWDMOEAVDTX,M,2001-10-17,861785318465412,B
388,IGRHDTNKKXLUAFYCFXVNCKCXENZSPNNRICGBUXPCHKEMIYVODL,M,1971-05-05,593232024869912,A
389,OGGUIGDAXIXWRMXIPKFNPOPQYGTWTBMXWWQCLYFPKTZQAEWJHF,F,1972-11-25,731215787969273,A
390,CXZHNCVUGHJTXLEYNXJLVPWPILMHYXZTHAKSYMCWMDISVNPAXA,F,1976-08-05,525119948594639,A
391,SJCXCJCMRKMSORFIYYYTADOXINHLFLKXGJYSGJLZTQNZHVLPJZ,M,1977-02-05,698507244489740,A
392,AKVATZAFXINXKSXBMVFIIWOAZINTEJUXKLGKWOMKOHSDWCYEHD,M,1974-12-29,932412473695591,A
393,KLJGGZSHPKWUCQIMYMBEBQHCRFGKRQRLMMUXYYHNJHBBQZTLQG,F,1981-01-21,021871990302183,A
394,KLJGGZSHPKWUCQIMYMBEBQHCRFGKRQRLMMUXYYHNJHBBQZTLQG,F,1981-01-21,877980277401605,B
395,FRAEFVZCIVGEHLIVZSYNMNIRGKRNCYKXYDWDQDVOEMNMAXOHKP,F,2004-06-13,035424231070730,A
396,FRAEFVZCIVGEHLIVZSYNMNIRGKRNCYKXYDWDQDVOEMNMAXOHKP,F,2004-06-13,855594898529238,B
397,RGNHWXTFKNUWVZMNYEREHEYOFFXSGYRJSASBYOHYVPCVFSPOUT,M,1993-12-03,142142144678610,A
398,RGNHWXTFKNUWVZMNYEREHEYOFFXSGYRJSASBYOHYVPCVFSPOUT,M,1993-12-03,504673512503233,B
399,NRCILIMVEUWFZMOGXZIUNKLBAUVRWCWXIMTEOOJIVFGOBVPCVK,F,1979-09-22,951706658906638,A
400,NRCILIMVEUWFZMOGXZIUNKLBAUVRWCWXIMTEOOJIVFGOBVPCVK,F,1979-09-22,023082011756569,B
401,KYYSVVAJOPWYNZRDSMQMXSZQCDDASSXDCBIWMUCZACZTELYZDR,M,2009-01-28,770229887366345,A
402,VXNDGMIHLDOJPEXKWQUXQDDOKTKTTHPDWAMCFAEEQOJKNGEHVT,M,2000-07-26,107933844403780,A
403,FDRKDRYSBDFCOLZZOYDEQAEFEBFSJGZTDSZSZZVHKGNFZJQVZD,F,1993-10-07,948823703402791,A
404,NYTWWOQPSONPADSVRQAVHKWRMFXPHGRDRLOLUCQHZPMXNEYNCU,M,2004-02-26,153253127624546,A
405,NYTWWOQPSONPADSVRQAVHKWRMFXPHGRDRLOLUCQHZPMXNEYNCU,M,2004-02-26,137052894334899,B
406,IBUABPHJOYUANDPKRBCQRNRMQBVHZTNBUAEQKXIEIZTZYEWAOP,F,1979-12-28,303066355977927,A
407,XZEQHGYCGPGITLTCDDXEOHDHIGXGUQTRIVYBMISJNDYAUSEFFL,F,1985-05-15,386681411855712,A
